hierarchy,title,field,subsection title,subsection content,record_id
TC,CSR Register Lock Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, DIMM and PCIe devices as per platform, thermal solution as per platform spec, debug instrumentation for register access.",1.1.1.1
TC,TPMI Register Lock Enforcement,description,TC Description *,"Program SOCKET_RAPL_PL_INFO, SOCKET_RAPL_PL1_CONTROL, and SOCKET_RAPL_PL2_CONTROL in TPMI with matching values to CSR and set the LOCK bits. After lock, attempt to write new values to any locked fields from both in-band and out-of-band agents. Read back all fields to confirm lock enforcement.",1.1.1.2
TC,TPMI Register Lock Enforcement,description,Test Steps *,"1. Boot system and ensure BIOS access to TPMI. 2. Program SOCKET_RAPL_PL_INFO, SOCKET_RAPL_PL1_CONTROL, and SOCKET_RAPL_PL2_CONTROL with legal values for power limits and time windows. 3. Set the LOCK bits in all three registers. 4. Attempt to write new values to locked fields from in-band and out-of-band agents. 5. Read back all fields from TPMI. 6. Reset system and verify lock is cleared.",1.1.1.2
TC,TPMI Register Lock Enforcement,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all locked fields remain unchanged after attempted writes and only a system reset clears the lock. Fail if any field is modified post-lock or lock is cleared without reset.,1.1.1.2
TC,TPMI Register Lock Enforcement,description,Intent Verify *,Confirm via register readbacks and logs that locked fields are not modified and lock is only cleared by reset.,1.1.1.2
TC,TPMI Register Lock Enforcement,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.1.2
TC,TPMI Register Lock Enforcement,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency, Perspec path for scenario automation.",1.1.1.2
TC,TPMI Register Lock Enforcement,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI RAPL support and lock programming, OS kernel with TPMI access utilities, PCIe/storage drivers as per platform, no special registry keys required.",1.1.1.2
TC,TPMI Register Lock Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, DIMM and PCIe devices as per platform, thermal solution as per platform spec, debug instrumentation for TPMI access.",1.1.1.2
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,TC Description *,"After programming and locking both CSR and TPMI registers, attempt to write to locked fields from all possible agents. Read back all fields to confirm no modification. Perform a system reset and verify that lock bits are cleared and registers can be reprogrammed.",1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Test Steps *,1. Program and lock all relevant fields in both CSR and TPMI as per previous TCs. 2. Attempt writes to locked fields from in-band and out-of-band agents. 3. Read back all fields to confirm no change. 4. Perform a system reset. 5. Read back registers to confirm lock bits are cleared and fields are writable.,1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Pass/Fail Criteria &amp; HW Errors *,Pass if locked fields are not modified before reset and are writable after reset. Fail if any field is modified while locked or remains locked after reset.,1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Intent Verify *,Confirm via register readbacks and logs before and after reset.,1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency, Perspec path for scenario automation.",1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL and TPMI lock support, OS kernel with register access utilities, PCIe/storage drivers as per platform.",1.1.1.3
TC,Cross-Interface Lock Enforcement and Reset Behavior,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, DIMM and PCIe devices as per platform, thermal solution as per platform spec, debug instrumentation for register access.",1.1.1.3
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Description *,"Validate that locked RAPL registers in CSR and TPMI cannot be modified by in-band or out-of-band agents, and that RAPL_PERF_STATUS remains unchanged after failed modification attempts.",1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Algorithm of Testing *,"After BIOS locks all relevant registers, in-band and out-of-band agents attempt to write to locked fields. Readbacks and status monitoring confirm no changes.",1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Randomization *,No explicit randomization; all locked fields are targeted for modification attempts.,1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Required Configurations and Dependencies *,Requires BIOS to have locked all relevant RAPL registers in CSR and TPMI. In-band and out-of-band access required.,1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Coverage *,"Coverage includes all locked fields and RAPL_PERF_STATUS, with both in-band and out-of-band modification attempts.",1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Cross-Feature Interaction *,"Involves BIOS, CSR, TPMI, in-band and out-of-band agents, and RAPL_PERF_STATUS monitoring.",1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,DFx Requirements *,Requires observability of all locked fields and RAPL_PERF_STATUS after modification attempts.,1.1.2
TCD,Negative Test: Attempted Modification of Locked RAPL Registers,description,Negative Testing *,"All test cases are negative tests, attempting to modify locked fields.",1.1.2
TC,In-Band Locked Field Modification Attempt,description,TC Description *,"After BIOS has locked all relevant RAPL registers in CSR and TPMI, use in-band agents (OS/driver) to attempt to write new values to locked fields such as PWR_LIM, TIME_WINDOW, and PWR_LIM_EN. Monitor RAPL_PERF_STATUS and read back all fields to confirm no changes.",1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Test Steps *,"1. Ensure BIOS has locked all relevant RAPL registers in CSR and TPMI. 2. From OS/driver, attempt to write new values to locked fields in both interfaces. 3. Read back all fields and monitor RAPL_PERF_STATUS. 4. Log all results.",1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all locked fields remain unchanged and RAPL_PERF_STATUS does not change. Fail if any field is modified or RAPL_PERF_STATUS changes.,1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Intent Verify *,Confirm via register readbacks and logs that locked fields and RAPL_PERF_STATUS are unchanged.,1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL lock support, OS kernel with register access utilities.",1.1.2.1
TC,In-Band Locked Field Modification Attempt,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.2.1
TC,Out-of-Band Locked Field Modification Attempt,description,TC Description *,"After BIOS has locked all relevant RAPL registers in CSR and TPMI, use out-of-band agents (BMC/PECI) to attempt to write new values to locked fields. Monitor RAPL_PERF_STATUS and read back all fields to confirm no changes.",1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Test Steps *,"1. Ensure BIOS has locked all relevant RAPL registers in CSR and TPMI. 2. From BMC/PECI, attempt to write new values to locked fields in both interfaces. 3. Read back all fields and monitor RAPL_PERF_STATUS. 4. Log all results.",1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all locked fields remain unchanged and RAPL_PERF_STATUS does not change. Fail if any field is modified or RAPL_PERF_STATUS changes.,1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Intent Verify *,Confirm via register readbacks and logs that locked fields and RAPL_PERF_STATUS are unchanged.,1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL lock support, OS kernel with register access utilities.",1.1.2.2
TC,Out-of-Band Locked Field Modification Attempt,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.2.2
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,TC Description *,"After BIOS has locked all relevant RAPL registers in CSR and TPMI, simultaneously attempt to write new values to locked fields from both in-band and out-of-band agents. Monitor RAPL_PERF_STATUS and read back all fields to confirm no changes.",1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Test Steps *,"1. Ensure BIOS has locked all relevant RAPL registers in CSR and TPMI. 2. Simultaneously from OS/driver and BMC/PECI, attempt to write new values to locked fields in both interfaces. 3. Read back all fields and monitor RAPL_PERF_STATUS. 4. Log all results.",1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all locked fields remain unchanged and RAPL_PERF_STATUS does not change. Fail if any field is modified or RAPL_PERF_STATUS changes.,1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Intent Verify *,Confirm via register readbacks and logs that locked fields and RAPL_PERF_STATUS are unchanged.,1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL lock support, OS kernel with register access utilities.",1.1.2.3
TC,Simultaneous In-Band and Out-of-Band Locked Field Modification Attempt,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.2.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Description *,"Validate BIOS programming and lock enforcement of TPMI DOMAIN_INFO register for each socket, and verify TPMI enumeration of all expected RAPL domains and features.",1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Algorithm of Testing *,"BIOS programs DOMAIN_INFO with correct ROOT and DOMAIN_ID values and sets LOCK. After lock, attempts are made to modify DOMAIN_INFO. TPMI enumeration is performed to verify all expected domains and features.",1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Randomization *,No explicit randomization; all sockets and domains are covered.,1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Required Configurations and Dependencies *,"Requires BIOS access to TPMI DOMAIN_INFO and DOMAIN_HEADER registers, and knowledge of expected domain mapping.",1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Coverage *,"Coverage includes all sockets, DOMAIN_INFO fields, and TPMI enumeration of all domains and features.",1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,Cross-Feature Interaction *,"Involves BIOS, TPMI, in-band and out-of-band agents, and TPMI enumeration logic.",1.1.3
TCD,Socket RAPL Domain Mapping and TPMI Enumeration Integrity,description,DFx Requirements *,Requires observability of DOMAIN_INFO and enumeration results after lock and modification attempts.,1.1.3
TC,DOMAIN_INFO Lock Enforcement,description,TC Description *,"Program TPMI DOMAIN_INFO register for each socket with correct ROOT and DOMAIN_ID values and set the LOCK bit. After lock, attempt to write new values to DOMAIN_INFO from in-band and out-of-band agents. Read back DOMAIN_INFO to confirm lock enforcement.",1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Test Steps *,1. Boot system and ensure BIOS access to TPMI. 2. Program DOMAIN_INFO for each socket with correct ROOT and DOMAIN_ID values. 3. Set the LOCK bit in DOMAIN_INFO. 4. Attempt to write new values to DOMAIN_INFO from in-band and out-of-band agents. 5. Read back DOMAIN_INFO for all sockets.,1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Pass/Fail Criteria &amp; HW Errors *,Pass if DOMAIN_INFO fields remain unchanged after attempted writes and only a system reset clears the lock. Fail if any field is modified post-lock or lock is cleared without reset.,1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Intent Verify *,Confirm via register readbacks and logs that DOMAIN_INFO fields are not modified and lock is only cleared by reset.,1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency.",1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI DOMAIN_INFO support and lock programming, OS kernel with TPMI access utilities.",1.1.3.1
TC,DOMAIN_INFO Lock Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.3.1
TC,TPMI RAPL Domain Enumeration,description,TC Description *,"Enumerate all RAPL domains via TPMI DOMAIN_HEADER.TYPE and DOMAIN_HEADER.FLAGS after BIOS has locked DOMAIN_INFO. Verify that all expected domains (socket, DRAM, platform) are present and that features/registers are correctly indicated.",1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Test Steps *,"1. After DOMAIN_INFO is locked, enumerate all RAPL domains using TPMI DOMAIN_HEADER.TYPE and DOMAIN_HEADER.FLAGS. 2. Compare enumeration results to expected domains and features. 3. Log all results.",1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all expected domains and features are present and correctly indicated. Fail if any domain or feature is missing or incorrect.,1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Intent Verify *,Confirm via enumeration logs and comparison to expected domain mapping.,1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for domain enumeration.",1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency.",1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI DOMAIN_INFO and DOMAIN_HEADER support, OS kernel with TPMI access utilities.",1.1.3.2
TC,TPMI RAPL Domain Enumeration,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.3.2
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,TC Description *,"After BIOS has locked DOMAIN_INFO, attempt to write new values to DOMAIN_INFO from both in-band and out-of-band agents. Read back DOMAIN_INFO to confirm no changes. Perform a system reset and verify lock is cleared.",1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Test Steps *,1. Ensure DOMAIN_INFO is locked by BIOS. 2. Attempt writes to DOMAIN_INFO from in-band and out-of-band agents. 3. Read back DOMAIN_INFO to confirm no change. 4. Perform a system reset. 5. Read back DOMAIN_INFO to confirm lock is cleared.,1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if DOMAIN_INFO is not modified before reset and is writable after reset. Fail if any field is modified while locked or remains locked after reset.,1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Intent Verify *,Confirm via register readbacks and logs before and after reset.,1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock bit and register access.",1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency.",1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI DOMAIN_INFO lock support, OS kernel with TPMI access utilities.",1.1.3.3
TC,Cross-Agent DOMAIN_INFO Modification Attempt,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.3.3
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Description *,"Validate BIOS programming of random legal and out-of-range values for PL1 and PL2 power limits and time windows in CSR and TPMI, and verify that out-of-range values are clipped to legal maximum/minimum.",1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Algorithm of Testing *,"Randomly select values for PL1 and PL2 limits and time windows, program them into registers, set lock bits, and read back values to verify legal range and clipping.",1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Randomization *,PL1 and PL2 power limits and time windows are randomized within and outside legal ranges to test clipping behavior.,1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Required Configurations and Dependencies *,"Requires BIOS access to CSR and TPMI, and knowledge of legal value ranges and encoding for PL1 and PL2 time windows.",1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Coverage *,"Coverage includes all legal and out-of-range values for PL1 and PL2 limits and time windows, and both CSR and TPMI interfaces.",1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,Cross-Feature Interaction *,"Involves BIOS, CSR, TPMI, and RAPL flow for value clipping.",1.1.4
TCD,Randomized RAPL Limit and Time Window Programming with Clipping Verification,description,DFx Requirements *,"Requires observability of programmed and readback values, and verification of clipping behavior.",1.1.4
TC,Randomized Legal Value Programming,description,TC Description *,"Randomly select legal values for PL1 and PL2 power limits and time windows within allowed ranges (PL1: 1s to 5s, PL2: 11.71875ms to 39.0625ms). Program these values into PACKAGE_RAPL_LIMIT (CSR) and SOCKET_RAPL_PL1_CONTROL/SOCKET_RAPL_PL2_CONTROL (TPMI). Set the LOCK bits. Read back the programmed values to confirm they match the input.",1.1.4.1
TC,Randomized Legal Value Programming,description,Test Steps *,1. Boot system and ensure BIOS access to CSR and TPMI. 2. Randomly select legal values for PL1 and PL2 limits and time windows. 3. Program selected values into PACKAGE_RAPL_LIMIT and SOCKET_RAPL_PL1_CONTROL/SOCKET_RAPL_PL2_CONTROL. 4. Set the LOCK bits. 5. Read back all programmed values. 6. Log all results.,1.1.4.1
TC,Randomized Legal Value Programming,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all readback values match the programmed legal values and are within allowed ranges. Fail if any value is out of range or does not match input.,1.1.4.1
TC,Randomized Legal Value Programming,description,Intent Verify *,Confirm via register readbacks and logs that all values are legal and match input.,1.1.4.1
TC,Randomized Legal Value Programming,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for value range and clipping.",1.1.4.1
TC,Randomized Legal Value Programming,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.4.1
TC,Randomized Legal Value Programming,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel with register access utilities.",1.1.4.1
TC,Randomized Legal Value Programming,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.4.1
TC,Out-of-Range Value Clipping Verification,description,TC Description *,Randomly select out-of-range values for PL1 and PL2 time windows (below minimum or above maximum). Program these values into PACKAGE_RAPL_LIMIT and SOCKET_RAPL_PL1_CONTROL/SOCKET_RAPL_PL2_CONTROL. Set the LOCK bits. Read back the programmed values and verify that they are clipped to the legal maximum or minimum.,1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Test Steps *,1. Boot system and ensure BIOS access to CSR and TPMI. 2. Randomly select out-of-range values for PL1 and PL2 time windows. 3. Program these values into PACKAGE_RAPL_LIMIT and SOCKET_RAPL_PL1_CONTROL/SOCKET_RAPL_PL2_CONTROL. 4. Set the LOCK bits. 5. Read back all programmed values. 6. Verify that values are clipped to legal range. 7. Log all results.,1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all out-of-range values are clipped to legal maximum or minimum. Fail if any value is not clipped or is out of range after programming.,1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Intent Verify *,Confirm via register readbacks and logs that all values are within legal range and clipped as expected.,1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for value range and clipping.",1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel with register access utilities.",1.1.4.2
TC,Out-of-Range Value Clipping Verification,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.4.2
