hierarchy,title,field,subsection title,subsection content,record_id
TC,SBFT Status Register Update Under Randomized Stress,description,Test Steps *,"1. Configure module for SBFT@Field test with both cores enabled and MLC cluster active. 2. Set ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] to reset value 0x0. 3. Start SBFT@F execution. 4. Randomly inject break events (thermal, throttle hammer, S1/S5 CPD) during test. 5. Randomize test patterns and work-point parameters (voltage, frequency) within legal ranges. 6. Continuously sample ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] at 0x121, CORE_PMA_CR_IO_TAF_CFG_STATUS at 0x8198, and all PMA_DEBUG4 debug signals. 7. Log all status and debug signal transitions. 8. After test completion, analyze logs for correctness.",1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if SBFT_STATUS transitions only through legal values (00, 01, 10), never 11, and all transitions are observable. Debug signals must reflect correct sequence and state transitions. Fail if any missed update, illegal value, or loss of visibility is detected.",1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Intent Verify *,Use logs from register reads and debug signal captures to confirm all transitions and observability.,1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for voltage and frequency changes during stress.",1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Validation SW *,"Tool and Content Requirements: Use OSBV/SVOS with latest supported version, PMON for register sampling, Perspec path for scenario automation, PythonSV for scripting, and Supercollider for concurrency stress. Map OS-level utilities for register checks and stress pattern injection.",1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@Field support, correct BIOS knobs for enabling both cores and MLC cluster, OS kernel with default scheduler, and required drivers for debug signal access.",1.1.1.1
TC,SBFT Status Register Update Under Randomized Stress,description,Test HW Requirements and HW Configuration *,"SoC at supported stepping and TDP, dual-core configuration, MLC cluster enabled, DIMMs and PCIe devices as per platform topology, thermal solution supporting stress events, debug instrumentation for PMA_DEBUG4, and power measurement setup.",1.1.1.1
TC,SBFT Status Register Update with Simultaneous Core Progression,description,TC Description *,"With SBFT@Field test running, ensure only one core initiates SBFT@F start command. Progress both cores through the test, ensuring that SBFT_STATUS updates only after both cores reach the required stage. Monitor MLSBFTStatusXnnnH and MLSBFTStatusValidXnnnH signals from MLC to PMA. Sample status and debug signals at each core progression point to verify correct update timing and legal value transitions.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Test Steps *,"1. Configure SBFT@Field test with both cores enabled. 2. Start SBFT@F with only one core initiating the start command. 3. Progress both cores through test stages. 4. At each stage, sample ML4_CR_SBFT_AT_FIELD[SBFT_STATUS], MLSBFTStatusXnnnH, and MLSBFTStatusValidXnnnH. 5. Log all transitions and verify that updates occur only after both cores reach the required stage.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if SBFT_STATUS updates only after both cores reach the stage and transitions through legal values. Fail if update occurs prematurely, with illegal value, or is missed.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Intent Verify *,Use register and signal logs to confirm update timing and correctness.,1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for voltage/frequency stability.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider. Register access and logging utilities.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Ecosystem SW *,"Test Requirements: BIOS with dual-core and MLC cluster enabled, OS kernel default, required drivers.",1.1.1.2
TC,SBFT Status Register Update with Simultaneous Core Progression,description,Test HW Requirements and HW Configuration *,"SoC with dual-core, MLC cluster, debug access to MLSBFTStatus signals, thermal and power monitoring.",1.1.1.2
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,TC Description *,"During SBFT@Field test execution, inject break events (thermal, S1/S5 CPD) and monitor SBFT_LAST_BREAK_REASON field in CORE_PMA_CR_IO_TAF_CFG_STATUS. Verify that break events are correctly reflected in the register and that all debug signals remain observable and accurate during and after the event.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Test Steps *,"1. Start SBFT@Field test with both cores enabled. 2. Inject break events (thermal, S1/S5 CPD) at random points during execution. 3. Sample CORE_PMA_CR_IO_TAF_CFG_STATUS[31:24] for SBFT_LAST_BREAK_REASON after each event. 4. Monitor all PMA_DEBUG4 debug signals for correct sequence and state transitions. 5. Log all register and debug signal values.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if SBFT_LAST_BREAK_REASON updates correctly for each break event and all debug signals remain accurate and observable. Fail if any missed update, incorrect value, or loss of visibility.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Intent Verify *,Analyze logs for correct break reason updates and debug signal transitions.,1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for voltage/thermal events.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider. Register and debug signal monitoring tools.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Ecosystem SW *,"Test Requirements: BIOS with break event support, OS kernel default, required drivers.",1.1.1.3
TC,SBFT Status Register and Debug Signal Observability During Break Event Injection,description,Test HW Requirements and HW Configuration *,"SoC with debug access, thermal solution capable of generating thermal events, power and debug instrumentation.",1.1.1.3
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Description *,Validate that telemetry and debug counters update accurately and timely during dynamic PM flows and arbitration events with randomized workload and RMID changes.,1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Algorithm of Testing *,"Run PM flows with dynamic workload, randomize RMID assignments and arbitration outcomes, and sample telemetry and debug counters at each event.",1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Randomization *,"Randomly change RMID assignments, workload patterns, arbitration outcomes, and PM flow triggers (AGV, C6, FGV, license grant/ack).",1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Required Configurations and Dependencies *,"Requires telemetry collection setup for per-RMID frequency, temperature, and Cdyn; debug counter access; and PM flow/arbitration event triggers.",1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Coverage *,"Coverage includes all RMID changes, arbitration events, and PM flow triggers with dynamic telemetry updates.",1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,Cross-Feature Interaction *,"Involves PM flows, arbitration logic, telemetry collection, and debug counter updates.",1.1.2
TCD,Telemetry and Debug Counter Accuracy During Dynamic PM Flow and Arbitration,description,DFx Requirements *,Debug counters must reflect arbitration outcomes and PM flow triggers; telemetry values are snap-shut at RMID change.,1.1.2
TC,Telemetry Register Update on Randomized RMID Assignment,description,TC Description *,"Configure telemetry collection for per-RMID frequency, temperature, and Cdyn. During PM flow execution, randomly change RMID assignments and workload patterns. At each RMID change, sample telemetry registers and verify that values are updated accurately and timely, reflecting the snap-shut behavior at RMID change.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Test Steps *,"1. Set up telemetry collection for per-RMID frequency, temperature, and Cdyn. 2. Start PM flows with dynamic workload. 3. Randomly change RMID assignments during execution. 4. At each RMID change, sample telemetry registers. 5. Log all telemetry values and compare to expected updates.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if telemetry values are updated accurately and timely at each RMID change. Fail if any missed update, stale value, or incorrect reporting.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Intent Verify *,Use telemetry register logs to confirm updates at each RMID change.,1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for dynamic workload.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON for telemetry sampling, Perspec path for scenario automation, PythonSV for scripting, Supercollider for workload generation.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Ecosystem SW *,"Test Requirements: BIOS with telemetry support, OS kernel with default scheduler, required drivers for telemetry and debug counter access.",1.1.2.1
TC,Telemetry Register Update on Randomized RMID Assignment,description,Test HW Requirements and HW Configuration *,"SoC with telemetry and debug counter support, platform with dynamic workload capability, debug instrumentation.",1.1.2.1
TC,Debug Counter Update on Randomized Arbitration Events,description,TC Description *,"During PM flow execution, randomize arbitration outcomes and PM flow triggers such as AGV, C6, FGV, and license grant/ack. At each arbitration event, sample debug counters and verify that they reflect the correct outcome and PM flow trigger.",1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Test Steps *,"1. Start PM flows with dynamic workload. 2. Randomly trigger arbitration events (AGV, C6, FGV, license grant/ack). 3. At each event, sample debug counters. 4. Log all debug counter values and compare to expected outcomes.",1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Pass/Fail Criteria &amp; HW Errors *,Pass if debug counters reflect correct arbitration outcomes and PM flow triggers. Fail if any missed update or incorrect value.,1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Intent Verify *,Use debug counter logs to confirm correct updates at each arbitration event.,1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for arbitration event stress.",1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Ecosystem SW *,"Test Requirements: BIOS with arbitration and PM flow support, OS kernel default, required drivers.",1.1.2.2
TC,Debug Counter Update on Randomized Arbitration Events,description,Test HW Requirements and HW Configuration *,"SoC with debug counter support, platform with arbitration event capability, debug instrumentation.",1.1.2.2
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,TC Description *,"Run PM flows with dynamic workload and randomize both RMID assignments and arbitration outcomes. At each RMID change and arbitration event, sample both telemetry registers and debug counters. Verify that telemetry values and debug counters are updated accurately and timely for each event.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Test Steps *,"1. Configure telemetry and debug counter collection. 2. Start PM flows with dynamic workload. 3. Randomly change RMID assignments and trigger arbitration events during execution. 4. At each event, sample telemetry registers and debug counters. 5. Log all values and analyze for correctness.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all telemetry and debug counter updates are accurate and timely for each event. Fail if any missed update, stale value, or incorrect reporting.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Intent Verify *,Use combined logs of telemetry and debug counters to confirm correct updates.,1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for dynamic workload and arbitration.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Ecosystem SW *,"Test Requirements: BIOS with telemetry and arbitration support, OS kernel default, required drivers.",1.1.2.3
TC,Combined Telemetry and Debug Counter Validation During Dynamic PM Flow,description,Test HW Requirements and HW Configuration *,"SoC with telemetry and debug counter support, platform with dynamic workload and arbitration capability, debug instrumentation.",1.1.2.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Description *,"Validate that the SBFT status register rejects or corrects illegal value '11' and does not propagate it during test flow, including during reset and break events.",1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Algorithm of Testing *,"Force write illegal value '11' to SBFT_STATUS field during test flow, including during reset and break events, and monitor register and debug signals for system reaction.",1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Randomization *,"Attempt illegal value injection at various points in the test flow, including during reset and break events.",1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Required Configurations and Dependencies *,Requires SBFT@Field test configuration and access to ML4_CR_SBFT_AT_FIELD register and debug signals.,1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Coverage *,Coverage includes all points in the test flow where illegal value injection is attempted.,1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Cross-Feature Interaction *,"Involves SBFT@F, MLC, and debug signal propagation.",1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,DFx Requirements *,Illegal value '11' must not be supported or propagated; debug signals must indicate error handling if attempted.,1.1.3
TCD,SBFT Status Register Negative Testing: Illegal Value Injection,description,Negative Testing *,Focus on injecting illegal value and observing system response.,1.1.3
TC,Illegal Value Injection During SBFT@F Execution,description,TC Description *,"Configure module for SBFT@Field test and ensure ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] is accessible. During SBFT@F execution, force write illegal value '11' to SBFT_STATUS field. Monitor the register and all debug signals for any reaction or error handling. Verify that the system does not accept or propagate the illegal value.",1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Test Steps *,1. Configure SBFT@Field test and ensure register access. 2. Start SBFT@F execution. 3. Force write illegal value '11' to ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] during execution. 4. Sample the register and all debug signals. 5. Log all observations and analyze for system response.,1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Pass/Fail Criteria &amp; HW Errors *,Pass if illegal value is rejected or corrected and debug signals indicate error handling. Fail if illegal value is accepted or causes loss of visibility.,1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Intent Verify *,Use register and debug signal logs to confirm system response to illegal value injection.,1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON for register access, Perspec path, PythonSV.",1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@Field support, OS kernel default, required drivers.",1.1.3.1
TC,Illegal Value Injection During SBFT@F Execution,description,Test HW Requirements and HW Configuration *,"SoC with SBFT@Field support, debug access to register and signals.",1.1.3.1
TC,Illegal Value Injection During Reset Event,description,TC Description *,"During SBFT@F test flow, initiate a reset event and attempt to update SBFT_STATUS to illegal value '11' during or immediately after reset. Monitor ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] and debug signals for any acceptance or propagation of the illegal value.",1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Test Steps *,"1. Start SBFT@F test flow. 2. Initiate a reset event. 3. During or immediately after reset, force write illegal value '11' to SBFT_STATUS. 4. Sample the register and debug signals. 5. Log and analyze system response.",1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Pass/Fail Criteria &amp; HW Errors *,Pass if illegal value is not accepted or propagated and debug signals indicate error handling. Fail if illegal value is accepted or causes loss of visibility.,1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Intent Verify *,Use logs to confirm system response during reset event.,1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV.",1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@Field support, OS kernel default, required drivers.",1.1.3.2
TC,Illegal Value Injection During Reset Event,description,Test HW Requirements and HW Configuration *,"SoC with SBFT@Field support, debug access.",1.1.3.2
TC,Illegal Value Injection During Break Event,description,TC Description *,"During SBFT@F execution, inject a break event (e.g., thermal or S1/S5 CPD) and attempt to update SBFT_STATUS to illegal value '11' during the event. Monitor ML4_CR_SBFT_AT_FIELD[SBFT_STATUS] and debug signals for any acceptance or propagation of the illegal value.",1.1.3.3
TC,Illegal Value Injection During Break Event,description,Test Steps *,"1. Start SBFT@F execution. 2. Inject a break event (thermal or S1/S5 CPD). 3. During the event, force write illegal value '11' to SBFT_STATUS. 4. Sample the register and debug signals. 5. Log and analyze system response.",1.1.3.3
TC,Illegal Value Injection During Break Event,description,Pass/Fail Criteria &amp; HW Errors *,Pass if illegal value is not accepted or propagated and debug signals indicate error handling. Fail if illegal value is accepted or causes loss of visibility.,1.1.3.3
TC,Illegal Value Injection During Break Event,description,Intent Verify *,Use logs to confirm system response during break event.,1.1.3.3
TC,Illegal Value Injection During Break Event,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.3
TC,Illegal Value Injection During Break Event,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV.",1.1.3.3
TC,Illegal Value Injection During Break Event,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@Field support, OS kernel default, required drivers.",1.1.3.3
TC,Illegal Value Injection During Break Event,description,Test HW Requirements and HW Configuration *,"SoC with SBFT@Field support, debug access.",1.1.3.3
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Description *,"Validate that PMA_DEBUG4 debug signals reflect correct sequence and state transitions during SBFT@F Entry, Next, and Exit flows, even under randomized timing and break events.",1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Algorithm of Testing *,"Initiate SBFT@F-Entry, Next, and Exit flows, randomize sequence and timing, inject break events and resets, and sample all PMA_DEBUG4 signals at each flow transition.",1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Randomization *,"Randomize sequence and timing of SBFT@F flows, including break events and resets.",1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Required Configurations and Dependencies *,Requires SBFT@F test configuration and access to all PMA_DEBUG4 debug signals.,1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Coverage *,Coverage includes all SBFT@F flows and all debug signal transitions under randomized conditions.,1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,Cross-Feature Interaction *,"Involves SBFT@F flow control, PMA, and debug signal propagation.",1.1.4
TCD,"Debug Counter and Status Indication Validation During SBFT@F Entry, Next, and Exit Flows",description,DFx Requirements *,Debug signals must be observable and reflect correct sequence and transitions for each SBFT@F flow.,1.1.4
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,TC Description *,"Initiate SBFT@F-Entry flow and monitor all PMA_DEBUG4 signals (SBFT_BLOCK_INTF_SEQUENCE, SBFT_ISOLATE_CORE_SEQUENCE, SBFT_RESET_SEQUENCE, SBFT_DEISOLATE_CORE_SEQUENCE, SBFT_RESUME_CORE_SEQUENCE, IN_SBFT_MODE, SBFT_AUTO_FLOW_SEQUENCE, SBFT_AF_FSM_STATE, SBFT_ENTRY_ISO_TILL_AUTOFLOW_FALL, SBFT_EXIT_DEISO_TILL_AUTOFLOW_FALL) at each transition. Randomize timing and inject break events or resets during the flow. Verify that debug signals reflect the correct sequence and state transitions.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Test Steps *,"1. Configure module for SBFT@F test. 2. Initiate SBFT@F-Entry flow. 3. Randomize timing and inject break events or resets during the flow. 4. At each transition, sample all PMA_DEBUG4 signals. 5. Log all signal transitions and analyze for correctness.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all debug signals update as specified and reflect correct sequence and state transitions. Fail if any missed transition, incorrect sequence, or loss of visibility.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Intent Verify *,Use debug signal logs to confirm correct sequence and transitions during SBFT@F-Entry.,1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON for debug signal sampling, Perspec path, PythonSV.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@F support, OS kernel default, required drivers.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Entry Flow,description,Test HW Requirements and HW Configuration *,"SoC with PMA_DEBUG4 access, debug instrumentation.",1.1.4.1
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,TC Description *,Initiate SBFT@F-Next flow and monitor all PMA_DEBUG4 signals at each transition. Randomize timing and inject break events or resets during the flow. Verify that debug signals reflect the correct sequence and state transitions for the Next flow.,1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Test Steps *,"1. Configure module for SBFT@F test. 2. Initiate SBFT@F-Next flow. 3. Randomize timing and inject break events or resets during the flow. 4. At each transition, sample all PMA_DEBUG4 signals. 5. Log all signal transitions and analyze for correctness.",1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all debug signals update as specified and reflect correct sequence and state transitions. Fail if any missed transition, incorrect sequence, or loss of visibility.",1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Intent Verify *,Use debug signal logs to confirm correct sequence and transitions during SBFT@F-Next.,1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV.",1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Ecosystem SW *,"Test Requirements: BIOS with SBFT@F support, OS kernel default, required drivers.",1.1.4.2
TC,Debug Signal Sequence Validation During SBFT@F Next Flow,description,Test HW Requirements and HW Configuration *,"SoC with PMA_DEBUG4 access, debug instrumentation.",1.1.4.2
