hierarchy,title,field,subsection title,subsection content,record_id
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if flush is aborted upon wake-up, cores exit C6 promptly, and no deadlocks or out-of-sync states occur. Fail if flush continues after wake-up, deadlock, or incorrect state transition is observed.",1.1.1.1
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Intent Verify *,"Use PMON, logs, and Visa to confirm flush abort, C6 exit, and state transitions.",1.1.1.1
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for flush abort and MC6 entry.",1.1.1.1
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS latest, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95 for stress, register checks, concurrency utilities.",1.1.1.1
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs enabled, OS kernel 6.1, scheduler default, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.1.1
TC,Simultaneous C6 Entry and MLC Flush Race Handling,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-socket platform, 4x DIMM DDR5, PCIe Gen4 GPU, thermal solution: active heatsink, debug instrumentation: PMA/MLC signal probes, power measurement: external meters.",1.1.1.1
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,TC Description *,"During MC3 (all cores in C6, MLC not yet flushed), initiate MLC flush and inject wake-up events to one or both cores. Observe PM sending abort indication to MLC and MLC returning flush-done signal. Verify that flush is stopped and wake-up proceeds without deadlock.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Test Steps *,"1. Set both cores to C6, enter MC3. 2. Start MLC flush. 3. Inject wake-up event to one core during flush. 4. PM sends abort indication to MLC. 5. MLC returns flush-done signal. 6. Monitor core exit from C6 and MC3. 7. Check for absence of deadlock and correct state.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if flush is aborted, flush-done signal is returned, and cores exit C6 without deadlock. Fail if flush is not aborted, deadlock, or incorrect state occurs.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Intent Verify *,"Visa, PMON, and logs to confirm abort indication, flush-done signal, and C6 exit.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for abort handling.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, concurrency and register check utilities.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.1.2
TC,MLC Flush Abort During MC3 with Wake-Up Injection,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-socket, 4x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA/MLC signal probes, external power meters.",1.1.1.2
TC,MC6 Entry Only After Successful MLC Flush Completion,description,TC Description *,Validate that MC6 is only entered after successful MLC flush completion. Randomly trigger C6 entry and monitor flush progress. Ensure MC6 entry is blocked if flush is aborted and only allowed if flush completes without abort.,1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Test Steps *,"1. Enable both cores, configure for independent C6 entry. 2. Randomly trigger C6 entry, enter MC3. 3. Start MLC flush. 4. Monitor for wake-up/abort events. 5. If flush completes, allow MC6 entry. 6. If flush is aborted, block MC6 entry and exit C6. 7. Sample PMA/MLC signals and state transitions.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MC6 entry occurs only after flush completion, and is blocked if flush is aborted. Fail if MC6 entry occurs after abort or incorrect state transition.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Intent Verify *,"PMON, logs, Visa to confirm MC6 entry only after flush completion.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for MC6 entry gating.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, concurrency and register check utilities.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.1.3
TC,MC6 Entry Only After Successful MLC Flush Completion,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-socket, 4x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA/MLC signal probes, external power meters.",1.1.1.3
TCD,MEA Arbitration During MLC Flush,description,Description *,"Validate MEA arbitration during MLC flush, including correct blocking, IMI handling, and race condition resolution.",1.1.2
TCD,MEA Arbitration During MLC Flush,description,Algorithm of Testing *,"Randomly select ILP/RLP roles, trigger MEA requests with randomized timing, and monitor arbitration and flush progress.",1.1.2
TCD,MEA Arbitration During MLC Flush,description,Randomization *,"Randomize ILP/RLP assignment, MEA request timing, and RLP state transitions (C6, C0, transitioning).",1.1.2
TCD,MEA Arbitration During MLC Flush,description,Required Configurations and Dependencies *,"Both cores enabled, CORE_PMA_CR_UCODE_COMMAND register access, IMI messaging, PMA/MLC signal sampling.",1.1.2
TCD,MEA Arbitration During MLC Flush,description,Coverage *,"Monitor MEA request/acknowledge, MLC flush status, and correct arbitration. Check for deadlocks, lost MEA requests, and correct MEA release.",1.1.2
TCD,MEA Arbitration During MLC Flush,description,Cross-Feature Interaction *,"ILP, RLP, PMA, MLC, and intra-module command/status registers interact during MEA arbitration and flush flows.",1.1.2
TCD,MEA Arbitration During MLC Flush,description,DFx Requirements *,"Observability of MEA request/acknowledge, IMI messaging, and flush status. Check for deadlocks and lost requests.",1.1.2
TC,ILP MEA Request with RLP in C6 State,description,TC Description *,Randomly select ILP and RLP roles. ILP requests exclusive access (MEA) to perform MLC flush while RLP is in C6. ILP writes CORE_PMA_CR_UCODE_COMMAND[Prevent_other_core_wakeup] to block RLP wakeup. Monitor MEA grant and flush progress.,1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Test Steps *,"1. Enable both cores, assign ILP/RLP roles randomly. 2. Set RLP to C6 state. 3. ILP writes Prevent_other_core_wakeup in CORE_PMA_CR_UCODE_COMMAND. 4. ILP requests MEA and initiates MLC flush. 5. Monitor MEA grant, flush progress, and RLP wakeup blocking. 6. Release MEA after flush.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MEA is granted only when RLP is in C6 and wakeup is blocked, flush proceeds, and MEA is released correctly. Fail if MEA is granted incorrectly, deadlock, or lost MEA request.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Intent Verify *,"PMON, logs, Visa to confirm MEA grant, flush progress, and correct MEA release.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for MEA arbitration.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, MEA arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for arbitration overrides.",1.1.2.1
TC,ILP MEA Request with RLP in C6 State,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA/MLC signal probes, external power meters.",1.1.2.1
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,TC Description *,"Randomly select ILP and RLP roles. ILP requests MEA to perform MLC flush while RLP is in C0 or transitioning. ILP sends IMI to RLP to request MEA. Monitor MEA arbitration, RLP acknowledge, and flush progress.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Test Steps *,"1. Enable both cores, assign ILP/RLP roles randomly. 2. Set RLP to C0 or transitioning state. 3. ILP sends IMI to RLP for MEA request. 4. Wait for RLP to acknowledge IMI. 5. ILP initiates MLC flush after MEA is granted. 6. Monitor MEA arbitration, flush progress, and MEA release.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MEA is granted only after RLP acknowledges IMI, flush proceeds, and MEA is released correctly. Fail if MEA is granted prematurely, deadlock, or lost MEA request.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Intent Verify *,"PMON, logs, Visa to confirm IMI handling, MEA grant, flush progress, and correct MEA release.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for IMI arbitration.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, MEA arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for arbitration overrides.",1.1.2.2
TC,ILP MEA Request with RLP in C0 or Transitioning State,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA/MLC signal probes, external power meters.",1.1.2.2
TC,Race Condition Handling During MEA Arbitration,description,TC Description *,"Randomize MEA request timing and RLP state transitions to create race conditions. Monitor MEA arbitration, check for deadlocks, lost MEA requests, and correct MEA release after flush. Ensure only one bit is set in CORE_PMA_CR_UCODE_COMMAND at a time.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Test Steps *,"1. Enable both cores, assign ILP/RLP roles randomly. 2. Randomize MEA request timing and RLP state transitions (C6, C0, transitioning). 3. ILP requests MEA via Prevent_other_core_wakeup or IMI as appropriate. 4. Monitor MEA arbitration, flush progress, and MEA release. 5. Check that only one bit is set in CORE_PMA_CR_UCODE_COMMAND at any time. 6. Monitor for deadlocks or lost MEA requests.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MEA arbitration resolves races correctly, no deadlocks or lost requests, and only one bit is set in register. Fail if deadlock, lost MEA request, or register misconfiguration occurs.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Intent Verify *,"PMON, logs, Visa to confirm race resolution, MEA grant, flush progress, and register state.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for race handling.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, MEA arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for arbitration overrides.",1.1.2.3
TC,Race Condition Handling During MEA Arbitration,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA/MLC signal probes, external power meters.",1.1.2.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Description *,Validate staggered C6/MC6 entry across multiple modules to prevent simultaneous didt events and ensure correct sequencing.,1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Algorithm of Testing *,"Randomly trigger C6 entry on multiple cores across modules, monitor MC6 entry timing, and check for correct staggering and sequencing.",1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Randomization *,Randomize C6 entry timing across cores and modules to create simultaneous or near-simultaneous transitions.,1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Required Configurations and Dependencies *,"Multiple modules active, system configured for autonomous C6 entry, PMA FSMs, Punit/Pcode system-level logic.",1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Coverage *,"Monitor MC6 entry timing, didt event absence, and correct sequencing of power state transitions across modules.",1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,Cross-Feature Interaction *,"PMA FSMs, Punit/Pcode, cores, and modules interact during C6/MC6 entry and power state transitions.",1.1.3
TCD,Staggered C6/MC6 Entry Across Multiple Modules,description,DFx Requirements *,"Observability of MC6 entry timing, didt event monitoring, and sequencing checks.",1.1.3
TC,Staggered MC6 Entry Across Modules,description,TC Description *,Configure multiple modules with two cores each. Randomly trigger C6 entry on multiple cores across modules with timing offsets. Monitor MC6 entry timing to ensure modules do not enter MC6 simultaneously. Check for absence of large didt events and correct sequencing.,1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Test Steps *,"1. Enable multiple modules, configure for autonomous C6 entry. 2. Randomly trigger C6 entry on multiple cores across modules. 3. Monitor MC6 entry timing across all modules. 4. Check for correct staggering (no simultaneous MC6 entry). 5. Monitor for didt events and correct sequencing of power state transitions.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MC6 entry is staggered across modules, no simultaneous MC6 entry, and no large didt events. Fail if modules enter MC6 simultaneously or didt event occurs.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Intent Verify *,"PMON, logs, Visa to confirm MC6 entry timing, didt event absence, and sequencing.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for MC6 entry timing.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, concurrency utilities.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.3.1
TC,Staggered MC6 Entry Across Modules,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, multi-socket platform, 8x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.3.1
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,TC Description *,"Validate that C6 entry within a module is ordered by PMA FSMs, while MC6 entry across modules is staggered by system-level logic. Randomly trigger C6 entry on cores within and across modules. Monitor sequencing and timing.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Test Steps *,"1. Enable multiple modules, configure for autonomous C6 entry. 2. Randomly trigger C6 entry on cores within modules. 3. Monitor PMA FSMs for ordered C6 entry within module. 4. Randomly trigger C6 entry across modules. 5. Monitor system-level logic (Punit/Pcode) for staggered MC6 entry. 6. Check sequencing and timing.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Pass/Fail Criteria &amp; HW Errors *,Pass if C6 entry is ordered within module and MC6 entry is staggered across modules. Fail if sequencing is incorrect or simultaneous MC6 entry occurs.,1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Intent Verify *,"PMON, logs, Visa to confirm ordered and staggered entry, sequencing, and timing.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for sequencing.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, concurrency utilities.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.3.2
TC,Ordered C6 Entry Within Module and Staggered Entry Across Modules,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, multi-socket platform, 8x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.3.2
TC,Didt Event Monitoring During Staggered MC6 Entry,description,TC Description *,Randomly trigger C6 entry on multiple cores across modules to create near-simultaneous transitions. Monitor MC6 entry timing and check for absence of large didt events. Validate correct sequencing and power state transitions.,1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Test Steps *,"1. Enable multiple modules, configure for autonomous C6 entry. 2. Randomly trigger C6 entry on multiple cores across modules. 3. Monitor MC6 entry timing and didt event sensors. 4. Check for absence of large didt events and correct sequencing. 5. Validate power state transitions across modules.",1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no large didt events occur and sequencing is correct. Fail if didt event is detected or sequencing is incorrect.,1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Intent Verify *,"PMON, logs, Visa to confirm didt event absence and sequencing.",1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for didt event monitoring.",1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, concurrency utilities.",1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, C6/MC6 knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for power state overrides.",1.1.3.3
TC,Didt Event Monitoring During Staggered MC6 Entry,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, multi-socket platform, 8x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.3.3
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Description *,"Validate correct GV arbitration during power state transitions, including AGV/FGV requests, atomicity, and workpoint application.",1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Algorithm of Testing *,Randomly trigger AGV/FGV requests on one or both cores during C6/MC3/MC6 transitions. Monitor GV_CTRL arbitration and workpoint application.,1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Randomization *,"Randomize AGV/FGV request timing, sequence, and core selection to create contention and overlapping transitions.",1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Required Configurations and Dependencies *,"Both cores enabled, GV_CTRL access, PMA/MLC signal sampling, workpoint monitoring.",1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Coverage *,"Monitor GV_CTRL arbitration, workpoint application, and atomicity during transitions. Check for partial or out-of-sync WP application.",1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,Cross-Feature Interaction *,"GV_CTRL, PMA, MLC, cores, and module resolution logic interact during AGV/FGV and power state transitions.",1.1.4
TCD,Frequency/Voltage (GV) Arbitration During Power State Transitions,description,DFx Requirements *,"Observability of GV_CTRL arbitration, workpoint application, and atomicity checks.",1.1.4
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,TC Description *,"Randomly trigger AGV requests on one or both cores during C6/MC3/MC6 transitions. Monitor GV_CTRL arbitration, workpoint application, and atomicity. Validate that AGV is only performed when allowed by module state and transitions are atomic.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Test Steps *,"1. Enable both cores, configure for independent AGV requests. 2. Randomly trigger AGV requests during C6/MC3/MC6 transitions. 3. Monitor GV_CTRL arbitration and workpoint application. 4. Check for atomicity and correct application of workpoints. 5. Validate that AGV is only performed when allowed by module state.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if AGV is performed only when allowed, transitions are atomic, and workpoints are applied correctly. Fail if partial or out-of-sync WP application occurs.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Intent Verify *,"PMON, logs, Visa to confirm AGV arbitration, atomicity, and workpoint application.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for AGV arbitration.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, GV arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for GV overrides.",1.1.4.1
TC,AGV Arbitration During C6/MC3/MC6 Transitions,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, GV_CTRL signal probes, external power meters.",1.1.4.1
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,TC Description *,"Randomly trigger FGV requests during MC6 entry. Monitor GV_CTRL arbitration and ensure MC6 always uses zero WP (0 freq, 0 volt, 7 Ps). Validate atomicity and correct workpoint application.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Test Steps *,"1. Enable both cores, configure for FGV requests. 2. Randomly trigger FGV requests during MC6 entry. 3. Monitor GV_CTRL arbitration and workpoint application. 4. Check that MC6 uses zero WP. 5. Validate atomicity and correct application.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if MC6 uses zero WP, FGV is applied atomically, and workpoints are correct. Fail if partial or incorrect WP application occurs.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Intent Verify *,"PMON, logs, Visa to confirm FGV arbitration, MC6 zero WP, and atomicity.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for FGV arbitration.",1.1.4.2
